"title","rating","date","text","route","scope","class"
"Harga tidak bohong","10","November 2019","Saya ingin sharing pengalaman saya sebagai penumpang Citilink dengan no penerbangan QG511 pada tanggal 9 November 2019 jurusan Penang - Jakarta. Semua berjalan lancar mulai dari booking hingga pesawat landing, tp sangat di sayangkan masalah justru hadir di akhir perjalanan saya.  Kurang lebih 15 menit setelah landing pukul 16.30, sewaktu menunggu bagasi saya baru sadar handphone saya tertinggal. Saya 100% yakin hp saya tertinggal di pocket kursi pesawat karena saya sempat mematikannya sesaat sebelum take off. Bukan hilang di antah berantah, dengan atas kesadaran itu saya pun melapor ke petugas Lost & Found citilink. Lalu di ruangan tersebut, oleh petugas bernama Rini memberikan keterangan jika ""air crew sudah turun dr pesawat dan tidak ada laporan / serah terima barang hilang"" lalu saya pun dibuatkan surat laporan, seolah2 pesawat tersebut tidak dapat di akses untuk melakukan pencarian. Saya pun di berikan nomor yg dapat di hubungi dan di janjikan akan di kabarin jika ada titik terang. Tanpa adanya telf ke petugas terkait untuk mencari, tanpa ada keterangan langkah2 apa yg akan di lakukan untuk mencari hp tersebut. Rini hanya mengambil foto boarding pass dan share ke wa group, yg belakangan saya dapat kabar jika laporan itu masuk ke petugas keamaan soekarno hatta pukul 21.30, saat kejadian saya melapor ada 17.00. Saya pun di suruh pulang sambil menunggu kabar ke esokan harinya saat pesawat akan di bersihkan kembali sebelum take off.  Keesokan harinya, pada pukul 07.30 pagi saya menelfon nomor yg di berikan kemarin dan tersambung dengan petugas bernama Erik. Alangkah terkejutnya saya saat mendengar penjelasan Erik jika saat ini pesawat telah berada di Jogya, dan belum ada laporan kehilangan dari bandara Jogya. Dia pun menjanjikan akan memberi kabar dan saat ini dia sedang sibuk menangani masalah bagasi dari flight lain. Tidak puas dengan penjelasan tersebut saya pun bergegaa berangkat ke airport untuk mendengar penjelasan langsung dan melihat proses kerja nya. Jujur saya kaget karena sewaktu saya pulang kemarin seolah2 setelah ""air crew sdh turun"" pesawat tidak dapat di akses lagi untuk melakukan pencarian. Sekali lagi saya yakin 100% hp saya ketinggalan, bukan hilang di antah berantah. Apabila hilang, saya sdh pasti mengikhlaskannya. Tapi ini ketinggalan, yg dalam logika saya apabila tidak ada kesalahan dalam management hal ini dapat dengan mudah teratasi. Hanya ada 3 alasan jika handphone yg tertinggal tersebut dapat hilang: 1. Ada mismanagement yg menyebabkan pihak citilink tidak mengetahui siapa yg membersihkan pesawat setelah landing lalu mengambil hp tersebut. 2. Ada oknum tidak jujur yg telah mengamankan hp tersebut. 3. Ada petugas yg teledor tidak membersihkan pocket kursi tersebut sehingga di temukan penumpang lain.  Petugas bernama Erik tersebut pun tidak dapat memberikan penjelasan secara transparant akan langkah2 apa yg akan di ambil untuk hal ini. Permintaan saya untuk berbicara dengan pihak yg bertanggung jawab membersihkan pesawat pun tidak dapar terpenuhi, dengan alasan di luar wewenang dan tanggung jawab dia tanpa memberitahu / menginfokan siapa pihak yg dapat bertanggung jawab. Seolah2 seperti ada yg di sembunyikan. Semasa saya di ruangan lost and found tersebut saya juga dapat merasakan keganjilan dalam sistem kerja mereka. Di dalam ruangan itu saya mendengar secara langsung erik beserta rekan2 berniat untuk mengirim 20 kodi bagasi yg diduga kuat salah kirim secara ""diam2"" dan melepas tag ""scoot"" sebelumnya. Entahlah apa yg di maksud dengan diam2 itu.  Sungguh amat di sayangkan saat banyak perusahaan yang berlomba2 memberikan guest experience, citra citilink malah dirusak oleh sekelompok oknum yg masih terbelenggu dengan aturan dan birokrasi yg bertele2 serta menyusahkan pelanggan. Seandainya saja saya di persilahkan atau di bantu untuk kembali ke pesawat dan mengecek sendiri keberadaan hp tersebut daripada beralasan ""maaf, air crew sudah turun"" tentu hal ini akan lebih memuaskan.  Hari itu saya putuskan untuk pulang dengan harapan hampa jika handphone saya akan kembali saat Erik datang kembali dengan salah satu petugas keamanan soetta yang menjelaskan tentang standart protokol keamanan yg di lakukan pihak bandara seperti body checking dll, dan mengingatkan jika barang penting sebaiknya di awasi oleh pemilik tanpa ada penjelasan lebih lanjut bagaimana upaya mengembalikan hp tersebut.  Hingga saat ini ho tersebut masih mati, sebab jika sudah di aktifkan saya akan langsung terblokir dan saya mendapat notifikasinya.  Semoga kejadian ini tidak menimpa yg lain, hati hati selalu ya","Penang - Jakarta","Southeast Asia","Economy"
"Terbang nyaman bersama Citilink","50","Januari 2019","Penerbangan bersama citilink sangat nyaman dan yang paling saya suka adalah penerbangan yang tepat waktu sesuai jadwal.","Jambi - Jakarta","Domestic","Economy"
"Penerbangan pertama kali dari Palembang ke Halim","30","Oktober 2019","Alhamdulillah, lumayan nyaman dan lancar perjalanan dari Palembang ke Jakarta (Halim) tanggal 16 Oktober 2019.","Palembang - Jakarta","Domestic","Economy"
"Ke Bandung nyaman tanpa macet dan tidak lelah di jalan","40","Oktober 2019","Pertama kalinya mencoba perjalanan dari Jakarta menuju Bandung dengan pesawat. Plus: Pesawat bagus, relatif baru, bersih dan nyaman. Pelayanan petugas baik. Durasi penerbangan cukup cepat (hitungan saya 32 menit sejak take off sampai landing). Diberikan makanan ringan. Walaupun menggunakan jenis pesawat baling-baling (ATR) namun kualitas penerbangannya sangat baik, tidak ada goncangan di udara, saat taxi, take off, landing, semua berjalan sempurna. Ini membantah mitos bahwa terbang dengan pesawat baling-baling menyeramkan,,, tidak sama sekali. Harga yang ditawarkan sangat wajar (sekitar 400 ribuan), di hari weekend lebih nyaman daripada naik mobil yang macetnya minta ampun ataupun kereta api yang selalu penuh dengan harga yang beda sedikit dibanding kereta Priority.  Minus: Delay sekitar satu jam karena menunggu pesawat dari Lampung, yang katanya antri menunggu ijin mendarat. Tidak ada kompensasi dari delay tersebut. Ruang tunggu di bandara Halim Perdana Kusuma sangat padat, ruangan tidak nyaman karena AC-nya tidak dingin.  Overall puas dengan perjalanan ini, dan sangat mungkin untuk jadi pilihan di saat weekend menuju Bandung.","Jakarta - Bandung","Domestic","Economy"
"Selalu ada pantun di setiap penerbangan","40","September 2019","Penerbangan kali ini dalam rangka urusan kantor di Batam. penerbangan pagi delay sekitar 30 menit, namun tidak masalah buat saya. Okupansi penerbangan saat itu hanya sekitar 80%. Penerbangan lancar, cuaca cerah. Take off dan landing sangat smooth. Good Job Citilink.","Jakarta - Batam","Domestic","Economy"
"Standart low cost carrier Indonesia","30","September 2019","Saya terbang karena sedang ada perjalanan dinas ke Surabaya, dimana saya pakai citilink karena harganya yang lebih murah dibandingkan dengan maskapai lain dan jamnya lebih bervariasi. Dilayani dengan baik oleh Pramugarinya akan tetapi mungkin harus lebih helpful dalam membantu penumpang sehingga merasa lebih nyaman. Dan tetap dengan pantunnya. Akan tatapi untuk penerbangan kali ini saya tidak mendapatkan miles karena informasi dari CS nya penerbangan saya classnya tidak masuk dalam list daftar miles mereka. Mungkin perlu ada perbaikan pada bagian ini dan promonya harus lebih banyak lagi yang disertai dengan pelayanan yang baik.","Jakarta - Surabaya","Domestic","Economy"
"Standard Services of Low Cost Carrier","40"," ","You want to go to any cities in Indonesia, citilink is one of your flight option. Meskipun secara on time performance masih lebih baik dibandingkan LCC si singa merah, namun pelayanan yang anda dapatkan tidak akan berbeda jauh. Lagipula sekarang bagasi kabin dibatasi banget cuma maksimum 1 aitem tas 7kg dan 1 hand bag (damn it). Kalo mau pakai bagasi tambahan harus bayar lagi, padahal sekarang, harga tiket pesawat naudzubillahi min dzalik.... mahal minta ampun.... lebih baik dipake nabung beli mobil baru.... Overall, pelayanannya B lah, pramugarinya senyum2 ngga cemberut2 kyk di maskapai sebelah. 😂","Yogyakarta Region - Lombok","Domestic","Economy"
"Harga murah namun layanan bagus","40","September 2019","Layayan yang bagus dan waktu tepat. Harga murah namun layanan mumpuni. Landing yang empuk, tidak mengagetkan","Tarutung - Jakarta","Domestic","Economy"
"Pelayanan maks","50","Desember 2018","Pesawat yang jarang delay yang ya citilink dan pelayanan yang baik membuat para penumpang betah didalam pesawat. dari sambutan pramugarinya. seharusnya banyak pesawat bisa meniru layanan yang dimiliki oleh citilink.","Jakarta - Surabaya","Domestic","Economy"
"Fligt dengan layanan Wifi in the air","50","Februari 2019","Salah satu maskapai di Indonesia dengan layanan yang bagus dibandingkan dengan harganya, dan terakhir kali saya naik maskapai ini, sudah disediakan wifi saat kita terbang (wifi an on the air), wah bagus sekali.","Jakarta - Batam","Domestic","Economy"
"Ramah, Bersahabat dan Nyaman","40","Agustus 2019","Jadwal penerbangan Ontime, layanan Ramah dan Bersahabat, Penerbangan lancar dan Nyaman. Bagasi gratis 20 Kg","Pekanbaru - Batam","Domestic","Economy"
"Pengguna penerbangan Citilink","40","Agustus 2019","Saya mencoba penerbangan Citilink dr Surabaya ke Kuala Lumpur Malaysia tgl 17 Agustus, ketepatan waktu check in serta take off on time, pelayanan diudara mantap krn dapat makan siang padahal secara harga minim sekali serta tdk mengalami goncangan atau turbulensi dan waktu landing sangat halus, oke banget buat citilink","Surabaya - Kuala Lumpur","Southeast Asia","Economy"
"Perjalanan Bisnis lebih enak pakai Citilink, harga murah selalu ontime","50"," ","Selasa, 20 Agustus 2019, Saya berkunjung ke Mojokerto jawa timur,,dengan menggunakan Pesawat Citilink dari CGK tujuan SUB. Alhamdulillah lancar Dan nyaman. Untuk baliknya lagi Saya mau Berencana Naik citilink lagi nih.","Jakarta - Surabaya","Domestic","Economy"
"Pulang dari CGK","40","Agustus 2019","pesawat oke, terbang delay sekitar 45menit, Jdwalny 14.45, jd sejitar 15.30 baru brangkat, untuk layanan ekonomi gk dpt apa2, mw nya d tawari minum gituu, gk ada d tawari sama sekali, ya paling tidak air putih lahh..","Jakarta - Medan","Domestic","Economy"
"low cost airlines","40","April 2019","merupakan salah satu low cost airlines yang masih memberikan free bagasi dengan berat terbatas. Citilink merupakan anak perusahan dari grup Garuda Indonesia yang melayani rute penerbangan PKY - SUB dan sebaliknya.","Surabaya - Palangkaraya","Domestic","Economy"
"Pelayanan citilink yang memuaskan, mulai dari waiting room departure until arrival","50","Agustus 2019","Pelayanan memuaskan, apalagi beli tiket melalui tiket.com dapat free meal and yg pasti departure and arrival yang smooth","Jakarta - Malang","Domestic","Economy"
"Smooth flight Bandung - Jogja with Citilink","50","Juni 2019","Pengalaman pertama menggunakan ATR milik citilink ternyata beyond my expectation... alias sangat memuaskan. Beberapa kali menggunakan pesawat ATR maskapai lain membuat saya merasa enggan naik pesawat jenis ini. Namun adanya Bandara Kertajati membuat saya terpaksa naik pesawat baling-baling ini dari BDO. Point yang saya catat: ontime, nice flight, nice in flight service, smooth handling of aircraft during take off and landing. Terima kasih untuk citilink crew, dan Pak Pilot yang selalu mengingatkan kita untuk selalu bersyukur…","Bandung - Yogyakarta Region","Domestic","Economy"
"nyaaman.....","40","Januari 2019","tanggal 2 januari saya pergi ke labuan bajo sekaligus liburan awal tahun, mencoba penerbangan ciitlink yang telah membuka jalur jakarta-labuan bajo menyenangkan terbang dengan citilink, cukup nyaman untuk masakapai sekelasnya dan tidak harus naik atr, jadi tidak perlu transit penerbangan lebih cepat dan masih dapat harga murah waktu itu, sekarang kok tidak bisa lagi ya?","Jakarta - Labuan Bajo","Domestic","Economy"
"always ontime","50","Juni 2019","sya senang sekali terbang dengan Citilink, cuma sayang penerbangan dari Surabaya - Batamyang jam 6.20 sudah tidak ada lagi. padahal jam ini banyak orang yang langsung kerja setelah habis linburang pulang dengan keluarga. Kami mohon jam ini di aktihkan lagi","Surabaya - Batam","Domestic","Economy"
"Terbang sore?","30"," ","Saya menggunakan QG 127 pd tgl 19 Juli 2019 dgn pesawat PK-GLX. Boarding on time cuma saat masuk kabin terasa pengap dan bau tidak sedap. Andai dibersihkan atau diberi pewangi saya lebih mencerminkan maskapai bintang 4 LCC versi skytrax","Solo - Jakarta","Domestic","Economy"
"Penerbangan Murah Terbaik","50","September 2018","Mendengar kata maskapai, pastinya kita tak akan bisa lepas dari maskapai Garuda Indonesia dan Citilink. Garuda Indonesia identik dengan kelas premium atau bisnis, sedangkan Citilink lebih dikenal sebagai maskapai budget traveller. Meski beda segmen, namun keduanya termasuk maskapai favorit terbaik para traveller Indonesia untuk berlibur maupun perjalanan bisnis.","Jakarta - Surabaya","Domestic","Economy"
"Terbang pagi","40","Juni 2019","Dari halim cukup on time, pelayanan juga lumayan, saat itu kantor pilih yang dapat breakfastnya jadi gak kelaparan","Jakarta - Solo","Domestic","Economy"
"humble cilitilink","50","Februari 2019","kenyamanan tempat duduk jaraka antara kursi pas . keramahan awak kabin , waktu pemberangkatan sesuai jadwal, its citilink","Jakarta - Semarang","Domestic","Economy"
"Murah Berkualitas","50"," ","Booking menggunakan aplikasi citilink dan jadi member greenpass dapet harga khusus dan sangat murah. Kualitas layanan baik dan penerbangan on time tanpa delay. Pelayanan awak kabin sangat ramah dan di setiap awal dan akhit penerbangan ada pantunnya. Pendaratan selalu mulus dan pengalaman penerbangan yang menyenangkan.","Palembang - Jakarta","Domestic","Economy"
"Perfect promo...","40"," ","Saat saya naik penerbangan ini, kebetulan saya lupa QG berapa... Saya beli saat bulan januari,dan mendapatkan promo, 500ribu kurang sudah dengan makanan....uwaow... Kebetulan saya ber3 dengan suami dan anak saya Yg mengambil rute memutar pulangnya... Soft banget landingnya, saat take off pun walopun agak kerasa getaran sedikit tapi sejauh perjalanan oke aja... Dengan beberapa turbulence.. Belum nyobain IFE sih, katanya belum semua yah... Semoga next bisa semua... Good job citilink","Jakarta - Surabaya","Domestic","Economy"
"Mudik bersama Citilink","40"," ","First flight. Pertama banget naik pesawat. Berawal ketika dapet tiket promo citilink, karena tiket kereta hanya tersisa kelas executive. Akhirnya kuputuskan naik si Hijau ini untuk mudik. Awalnya memang ragu ragu karena belum pernah naik pesawat. Dan ternyata semua itu mudah. Pelayanan yang baik dan ramah. Mengapa saya bilang demikian? karena dipesawat saya ada yg tidak terima bagasi kabin nya dibelakang walaupun dia duduk didepan. Dikarenakan beliau boarding disaat pesawat sudah mulai penuh. Akan tetapi Pramugari dengan sabar menjelaskan sampai beliau pun menerima keadaan. Jarak kursi standart untuk ukuran ekonomi. Untuk pengalaman pertama naik pesawat, cukup memuaskan pelayanan maskapai hijau ini. Mungkin memang karena saudara sama maskapai biru. Perjalanan nyaman dan selamat sampai tujuan. Intinya jangan pernah takut untuk mencoba. Dengan mencoba lah kamu bisa memiliki pengalaman berkesan yang bisa engkau ceritakan kepada teman temanmu yang belum pernah merasakannya.  Happy Holidays..","Jakarta - Yogyakarta Region","Domestic","Economy"
"Pesawat dengan ketepatan waktu terbaik, sayangnya bukan kelas low cost carrier lagi","40","Februari 2019","terbang bersama citilink berulang kali, buat saya dan keluarga, citilink adalah maskapai denagn ketepatan waktu berangkat terbaik. hanya sayang sekarang sudah tidak termasuk low cost carrier lagi karena harga yang hampir sama (berbeda hanya IDR 200.000 - 300.000) dengan Garuda Indonesia (full service).","Jakarta - Denpasar","Asia","Economy"
"First time naik citiink ""terkesan""","40","Mei 2019","Penerbangan mahal coba dengan citilink yah lumayan juga sih tetapi minus hiburan di pesawat jadi bawa tidur ajalah jadinya","Medan - Jakarta","Domestic","Economy"
"Mudik dengan Citilink","40","Juni 2019","Sangat tepat waktu dengan pelayanan yang ramah dan pilot yang komunikatif. Take off dan landingnya pun cukup halus, jadi merasa aman.","Palembang - Semarang","Domestic","Economy"
"Harga Terjangkau, Pelayanan Lumayan","30"," ","Citilink memiliki pelayanan cukup bagus, Dengan harga yang relatif cukup murah. Petugas di darat sangat ramah dan membantu, namun sayangnya kru kabin pesawat agak cenderung kurang ramah dan jarang tersenyum sehingga rasanya agak kurang nyaman.","Jayapura - Makassar","Domestic","Economy"
"on time flight","50","Mei 2019","Walaupun sekarang tarif pesawat sangat mahal, namun jadwal selalu on time. Bahkan lebih cepat dari jadwal. Seharusnya sy boarding jam 5.15, tapi jam 5.05 sdh boarding. Jam 5.30 sdh take off sehingga sampai di jakarta lebih cepat. Sangat menyenangkan. Harga mahal terbayar dengan pelayanan. Sewaktu berada di flight jakarta-surabaya, pas buka puasa, disediakan konsumsi.","Surabaya - Jakarta","Domestic","Economy"
"Always on time","30","Februari 2019","Sebenarnya saya sering banget make citilink. Di antara banyak penerbangan, ini adalah salah satu maskapai yang lumayan on time. Nga pernah tuh kejadian kaya maskapai sebelah yang sering delay. not bad lah!","Jakarta - Medan","Domestic","Economy"
"Tanpa Garbarata saat Hujan","20"," ","Kehujanan saat akan masuk pesawat karena tidak disediakan fasilitas garbarata. Tercium bau mie instan saat penerbangan, dan stiker iklan kuning-biru mencolok di kompartemen bagasi kabin. Untungnya tidak ada insiden selama penerbangan dan tiba lebih cepat dari jadwal. Saat turun dari pesawat juga tidak disediakan fasilitas garbarata. Low Cost Carrier Bintang 4 versi Skytrax? beneran nih?","Pontianak - Jakarta","Domestic","Economy"
"Suara Misterius saat Pendaratan","30"," ","Kali ini saya terbang dengan pesawat Airbus A320-200 berkode inisial PK-GLJ. Pada saat naik pesawat disediakan fasilitas garbarata. Selama penerbangan keadaan normal, pendingin udara berfungsi dengan baik, hanya saja tidak ada tontonan, hiburan, makanan atau minuman (ya, namanya saja low cost carrier), hanya ada stiker iklan salah satu situs penyedia tiket transportasi & akomodasi berwarna kuning-biru yang menempel di kompartemen bagasi kabin diatas kepala (agak gatal mata saya melihatnya). Pendaratan tidak terlalu mulus namun cukup okay, hanya saja terdengar suara misterius ""ngik-ngik-ngik"" berkepanjangan dari sayap. Suara misterius tadi baru berhenti setelah mesin dimatikan. Entah suara apa itu, syukurlah terjadi di darat. Entah bagaimana seandainya suara misterius tadi terdengar saat pesawat mengudara.","Jakarta - Pontianak","Domestic","Economy"
