"title","rating","date","text","route","scope","class"
"Sistem Zonasi Air Asia","40","Maret 2019","Pertama kali naik pesawat sendirian menggunakan airlines ini, tanpa perlu mencetak boarding pass karena sudah bisa menggunakan aplikasi. Hal yang menarik adalah sistem zonasi yang dibuat oleh AirAsia yang tidak saya temukan di airlines lain. Sistem ini membuat pembagian penumpang yang dapat masuk terlebih dahulu. Jika membawa hand cary cukup banyak dan mendapat zona 2 dan zona 3 mungkin akan ""dumel"" karena tidak bisa langsung masuk hingga zona 1 masuk, tapi ini membuat kondisi di dalam pesawat menjadi lebih rapi dan tidak menumpuk.  Pada saat landing, saya kira tidak terlalu mulus, tapi tidak mendarat dengan halus dan tidak terlalu merasa jatuh seperti saat take off dan pesawat menyesuaikan ketinggian pada saat baru take off.  Sebagaimana maskapai LCC, jarak antara kursi sangat sempit dan kurang nyaman untuk perjalanan jauh terutama yang memiliki tubuh tinggi atau besar","Jakarta - Denpasar","Asia","Economy"
"Teratur dan tepat waktu","40"," ","Antrian masuk diatur sesuai zone yaitu zone 1 utk hotseat, 2 utk 20 keatas, untuk seat 6-19. Jd yg berbayar malah paling akhir. Terbang lancar dan cukup nyaman. Informasi disampaikan secara jelas. Ada penjualan makanan dan minuman","Penang - Jakarta","Southeast Asia","Economy"
"PP Jakarta-Singapura-Jakarta","40","Maret 2019","Berangkat flight no QZ 262 pulangnya QZ 265. Pergi Pulang puas dengan pesawat ini. Sudah murah, tapi pelayanan oke punya. Kalau masalah fasilitas ya kita gak bisa berharap banyak ya....tapi secara keseluruhan BAGUS! Beberapa kali naik AA tidak delay...senangnyaa!!!!","Jakarta - Singapore","Southeast Asia","Economy"
"Tepat waktu","40"," ","Sekarang berangkat dari terminal 2 bandara. Terasa sepi, tidak banyak penumpang. Berangkat on time dan tiba lebih cepat 20 menit. Pilot dan awak kabin informatif. Masih banyak bangku kosong terutama yang berbayar. Pesawat cukup bersih.","Jakarta - Penang","Southeast Asia","Economy"
"Maskapai yang murah dan the best","50","Oktober 2018","Sangat menyenangkan, landingnya lancar, dan waktu itu dapat harga promo PP Jkt Thai 1,5 termasuk bagasi. Cuma terkadang ketika minta popmie karena udah kangen sm micin, popmie nya habis :(( kalau bisa disediakan popmie lebih banyak hehe","Bangkok - Jakarta","Southeast Asia","Economy"
"YAP ! EVERYONE CAN FLY!!","50","Maret 2019","Tepat Waktu dan Harga sangat bersaing. Makanan dan pelayanan juga diatas dari harga yang kita bayar.","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Maskapai LCC terbaik","40","Februari 2019","Saya sering menggunakan maskapai ini kalau mau liburan ke negara tetangga karena sering mendapat harga promo yang sangat murah menurut saya. Selain harga murah pelayanan juga cukup oke, jarang delay, penerbangan nyaman, hanya saja untuk klaim bagasi di CGK cukup lama di beberapa penerbangan terakhir saya. Tips kalau mau dapet harga murah instal aplikasi AirAsia dan jangan lupa juga follow akun ig-nya biar selalu update info2 promo terbaru","Jakarta - Kuala Lumpur","Southeast Asia","Economy"
"Thanks Airasia Indonesia","40","Maret 2019","Pengalaman menggunakan AirAsia Indonesia kemarin tanggal 5 Maret bisa di bilang nyaman, lendingnya smooth, harganya sangat ekonomis untuk bepergian dibandingkan maskapai indonesia lainnya, untuk servicenya bagus, hanya saja ada 1 crew pramugara yang saat membantu memasukan koper di compartment terlihat tidak ramah, mungkin sudah capek saja karena flightnya malam, tapi overall Airasia sudah bagus","Singapore - Jakarta","Southeast Asia","Economy"
"Liburan telah usai","50","Januari 2019","Penerbangan malam terakhir dari airasia untuk kembali ke Denpasar. Untuk pertama kalinya melakukan penerbangan di malam hari bersama keluarga dan rombongan. Pelayanan awak kabin yang ramah mulai dari berangkat sampai ke tujuan.","Singapore - Denpasar","Asia","Economy"
"Vacation to SIngapore","40","Januari 2019","Penerbagan pagi yang cukup menyenangkan bersama keluarga dan teman-teman dari Bali ke Singapura. Crew kabin yang cukup ramah melayani kami selama penerbangan.","Denpasar - Singapore","Southeast Asia","Economy"
"The price are worth it","50","November 2018","Airasia merupakan maskapai dengan harga paling affordable. Terlebih kagi saat promo, harga tiket pesawat maskapai ini bisa didapatkan dengan harga yg jauh lebih murah. Walaupun dengan harga yang sangat murah tapi tidak mengurangi kualitas maupun service dari maskapai. Bagi kalian yang ingin mendapatkan harga promo, maka sering-seringlah cek harga di website airasia. Selain itu persiapkan persiapkan liburan kalian dengan cara jauh-jauh hari beli tiket supaya peluang mendapat tiket promo semakin besar.","Denpasar - Kuala Lumpur","Southeast Asia","Economy"
"Pertahankan kursi gratis","40","Oktober 2018","Hanya air asia yang dapat melakukan promosi seperti ini. Harusnya tetap dipertahankan, bahkan ditambah destinasi yang lebih luas. Alokasi CSR mungkin dapat dipertimbangkan.","Surabaya - Penang","Southeast Asia","Economy"
"Mantaappp","40"," ","Proses check in lancar di zona 2, take off dan landing lancar dan halus. Pada saat penerbangan, pemandangan sangat indah dengan kumpulan awan putih yang tebal. Tiba di airport kualanamu, turun lewat pintu belakang dan berjalan di ground bandara (tidak lewat garbarata)","Penang - Medan","Southeast Asia","Economy"
"Masih the best","40"," ","Harga walau agak mahal, tapi masih best price dari semua maskapai. Proses check in lancar di zona 2, take off dan landing smooth. Dari segi harga dan pelayanan serta mulai dari proses pembrlian, pembayaran dan check in gampang.","Medan - Penang","Southeast Asia","Economy"
"Pelayanan sangat memuaskan...Good","50","Mei 2018","Walaupun membeli tiket ekonomi, pelayanan para kru pesawat sangat profesional dan ramah. Bahkan saat Take off dan landing pun terasa sangat nyaman. Jadwal keberangkatan dan kedatangan ke tempat tujuan juga sangat tepat waktu.","Jakarta - Denpasar","Asia","Economy"
"Pengalaman Pertama","40","Januari 2019","Ini pertama kalinya naik AirAsia, itu juga karena dibayarin kantor sih hehe. First of all, smooth landing, tidak delay, pelayanan cukup baik. Kenapa saya bilang cukup baik karena hanya ada beberapa crew saja yang saya rasa kurang ramah. Tapi secara keseluruhan, AirAsia bagus !!","Kuala Lumpur - Jakarta","Southeast Asia","Economy"
"Maskapai Berbiaya Rendah Terbaik","50","November 2018","Ini maskapai andalan setiap pergi ke Kuala Lumpur, maskapai ini paling murah jika dibandingkan dengan maskapai lainnya. Pramugari dan Pramugara nya juga ramah-ramah.  Mungkin karena pesawat Low Cost sehingga jarak antar kursi ke kursi pas-pasan banget, mungkin akan menyulitkan bagi mereka yang duduk dekat kaca tapi hobinya bolak balik kamar mandi.  Tapi selebihnya ini maskapai andalan saya. Bisa pergi ke LN dengan biaya terjangkau.","Medan - Kuala Lumpur","Southeast Asia","Economy"
"My fav low cost flight","40","Agustus 2018","Saya selalu suka naik airasia. Cepat, makanan enak, pelayanan ramah dan juga simple. Tidak repot dengan bagasi. Harganya juga sangat bersahabat.","Medan - Penang","Southeast Asia","Economy"
"Pengalama pertama","50","Mei 2018","Pelayanannya bagus, pramugari/a nya ramah dan murah senyum, mau membantu. Untuk pesawatnya nyaman dan saya tidak mendapat delay","Jakarta - Bangkok","Southeast Asia","Economy"
"On time","40","Desember 2018","Airasia merupakan salah satu alternatif penerbangan yang murah dan aman. Pada saat saya terbang beberapa kali selalu on time dan tidak mengecewakan....landingnya juga halus dan pelayanan pramugari yang ramah.","Jakarta - Denpasar","Asia","Economy"
"pilihan yang tepat untuk tiket penerbangan ke malaysia","30","Desember 2018","self check in terlalu antriannya sangat padat. sama padatnya dengan counter yang tidak self check in. harga tiket sesuai kebutuhan (dengan bagasi atau tanpa bagasi).","Kuala Lumpur - Surabaya","Southeast Asia","Economy"
"Terbang dengan air asia (gratis dari big point)","50","Desember 2018","Saya mendapat tiket murah airasia (0 point) untuk ke singapore. Yang paling menyenangkan adalah semua serba online, dari pesan bagasi, makanan, check in dapat melalui situs airasia. Dan gampangnya kalau sudah web check in, tidak perlu antri lagi di bandara, karena langsung masuk dengan menunjukkan boarding pass yang sudah di print. Sangat gampang dan menyenangkan. Memang ada sedikit delay tapi masih wajar hanya sekitar 15 menit, dan hebatnya sampai di singapore juga sesuai jadwal.","Jakarta - Singapore","Southeast Asia","Economy"
"Masih ada Rasa Takut Setelah Peristiwa Jatuhnya Lion Air....","40","November 2018","Beberapa hari setelah peristiwa jatuhnya Lion Air di Karawang, saya naik pesawat AirAsia dari Jakarta (CGK) menuju Penang (MAL). Ketika pesawat mulai berjalan dan kemudian take off seperti biasa saya berdoa demi keselamatan penerbangan tersebut. Masih ada rasa takut yang muncul karena baru beberapa hari yang lalu terjadi peristiwa jatuhnya pesawat Lion Air di Karawang. Rasa takut saya berangsur hilang ketika pesawat yang saya naiki sudah bisa sampai di atas dengan mulus...puji syukur saya ucapkan kepada Tuhan. Penerbangan berjalan lancar dan pesawat bisa mendarat dengan baik di bandara Penang. Saat kembali ke Jakarta, saya kembali naik pesawat AirAsia....rasa takut kembali muncul saat take off. Tetapi kemudian hilang kita pesawat sudah sampai di udara dengan baik. Namun saat pesawat akan mendarat di bandara Soekarno-Hatta, cuaca buruk berupa hujan deras di sekitar bandara menyebabkan pesawat mendapat perintah dari ATC untuk menunda pendaratan selama sekitar 30 menit. Rasa was was kembali muncul karena situasi di dalam pesawat yang gelap, hanya ada lampu petunjuk Pintu Keluar yang menyala. Ternyata tidak sampai 30 menit, Kapten Pilot sudah mendapat tanda dari ATC bahwa pesawat sudah bisa mendarat. Puji syukur pesawat bisa mendarat dengan mulus di bandara. Perjalanan berakhir.","Jakarta - Penang","Southeast Asia","Economy"
"Tidak ada line khusus Hot Seat","20"," ","Penerbangan AirAsia QZ 109 20 November 2018 dari Penang menuju Medan yg diberangkatkan melalui pintu A1A Penang International Airport memiliki pengalaman yg tidak menyenangkan.  Tidak ada pembagian zona saat boarding. Boarding sekaligus. Saat saya tanyakan apakah tidak ada zona khusus hot seat, petugas darat di pintu menyatakan kalau ino adalah ""pre boarding"". Kami berjalan menuju pesawat dan terhenti di satu pintu lagi, berdiri menunggu penumpang yg tiba habis keluar dari pesawat. Saat petugas lain membuka pintu, kembali saya tanyakan apakah tidak ada pembagian zona khususnua hot seat, petugas dengan mudah menjawab "" mereka yg di pintu pertama lah"".  Bila penumpang membayar lebih mahal namun mendapat perlakuan yg sama, artinya AirAsia sudah merenggut hak penumpang.  Dan penerbangan tersebut tertunda sekitar 20 menit dari jadwal terbang.","Penang - Medan","Southeast Asia","Economy"
"AMAZING !!!!","50","April 2018","aku pertama terbang pake airasia bulan april 2018 lalu, appresiasi banget sama maskapai ini. walaupun banyak promo, tapi service nya sangat sangat memuaskan. aku aja yang ambil ekonomi bisa duduk di hot seat saat self check in. malah bukan sekali, tiga kali dapatnya yang hot seat. keren gak tu haha.","Pekanbaru - Kuala Lumpur","Southeast Asia","Economy"
"Penerbangan Murah Favorit","40","Maret 2018","Harganya sangat murah dan menurut saya memiliki layanan yang cukup bagus. Setiap menaikii Air Asia, mereka selalu on time.  Terakhir kali menaiki Air Asia pada Maret 2018 dari bandara Juanda, Surabaya ke Bandara Ngurah Rai Bali semuanya berjalan lancar, meskipun ada sedikit turbulensi sesaat setelah take off.  Overall sebagai penerbangan dengan biaya murah, saya rasa Air Asia adalah penerbangan dengan pelayanan yang cukup bagus.","Surabaya - Denpasar","Asia","Economy"
"Pesawat airasia JKT-SIN","40","Oktober 2018","Peswat bagus, rapih, terawat. Bersih. Dan aman krn terawat. Makanan dr indo murah. Jgn dr sing yah mahal.","Jakarta - Singapore","Southeast Asia","Economy"
"Perjalanan menggunakan air asia dari Tangerang ke surabaya","40","September 2018","Saya sering melakukan perjalanan dengan menggunakan pesawat air asia. kebanyakan dari sub ke cgk, cgk ke sub. dan period selama 3 bulan sekali kurang lebih.  Selama menggunakan airasia saya tidak pernah merasa kuatir karena dengan airasia ini saya merasa aman didalam pesawat dengan kru kabin yang ramah dan profesional. Waktu itu saya nyalakan hp di dalam pesawat (tapi sudah mode pesawat) tapi sampai ditegur 2x, haha","Jakarta - Surabaya","Domestic","Economy"
"Penerbangan dari Juanda ke Tangerang (SUB-CGK)","40","September 2018","Saya selalu menggunakan air asia, yang sudah mencapai 10x rating terbaik, untuk saran saya yang takut terbang, gunakan maskapai yang harga terjangkau spt air asia ini, tapi kualitas keamanan sangat baik.  Saya percaya dengan penerbangan saya kesekian kalinya menggunakan air asia. petugas cukup ramah, landing yang smooth itu juga membantu kenyamanan di pesawat","Surabaya - Jakarta","Domestic","Economy"
"Penerbangan Murah Meriah Dengan Pelayanan Yang Baik","40","Mei 2018","Bulan Mei kemarin, saya bepergian menggunakan Air Asia dari Jakarta ke Bangkok (karena kebetulan sedang ada promo tiket murah). Dan walaupun tergolong pesawat budget, menurut saya kualitas dan kenyamanannya sangat oke. Proses check in yang cepat. Para pramugari sangat ramah. Ruang kaki penumpang di pesawat cukup lebar dan leluasa. Sempat ada delay 1 jam saat penerbangan pulang, tetapi cukup puas karena ada kompensasi berupa makanan & minuman yang diberikan di bandara Bangkok.  Two thumbs up for Air Asia! Semoga ke depannya bisa membuka lebih banyak jalur penerbangan ke negara - negara lainnya.","Jakarta - Bangkok","Southeast Asia","Economy"
"penerbangan yang menyenangkan","50","Oktober 2018","pesawat berangkat tepat waktu, kabin pesawat nyaman dan bersih. petugas cukup ramah dalam melayani penumpang.","Medan - Singapore","Southeast Asia","Economy"
"Tertipu airasia","10","Oktober 2018","Sy banyak pakai airasia jika ke LN. Dan tdk pernah ada ketentuan jk saat booking sudah ditentukan nomor kursinya. Intinya selama ini sy enjoy aja pk maskapai ini. Sekarang sy ke Bali bersama anak saya usia 4 tahun dan mereka memberikan kursi yg terpisah jauh antara sy dan anak sy. Saat komplain mereka bilang bahwa kursi sdh ditentukan dari awal book. Dan sy disuru membayar jk ingin duduk sebelahan dg anak sy. Ini namanya penipuan karna wkt diawal sy bl tiket tdk ada pemberitahuan ttg hal ini. Dan tdk mgkn anak 4 th duduk sendiri!!! Bkn mslh membayarnya tp sy tdk suka kl sy beli sesuatu dan ada hidden clausul spt ini,krn sblmnya tdk prnh ada hal spt ini. GA REKOMEN pakai maskapai ini. Dan sy jg tdk akan pernah pakai maskapai ini lg. Sangat mengecewakan","Jakarta - Denpasar","Asia","Economy"
"STAFF YANG RAMAH","50","Oktober 2018","Penerbangan yang menyenangkan pada saat pulang, karena staff yang ramah kepada penumpang, walaupun untuk penerbangan harus membeli makanan (optional), bagasi (optional), pilih seat (optional) dan untuk jarak antara tempat duduk sempit, tetapi dengan keramahan staff membuat perjalanan menjadi menyenangkan. Air Asia juga sering memberikan promo untuk penerbangan. Terima Kasih Air Asia :)","Kuala Lumpur - Pontianak","Southeast Asia","Economy"
"Service Air Asia yang mengesankan buat penumpang.","40","Desember 2017","Air Asia dengan low budget nya tetap sangat memprioritaskan service kepada penumpangnya mulai dari boarding pass,layanan di pesawat sampai penumpang turun meninggalkan pesawat.","Penang - Bandung","Southeast Asia","Economy"
"terbang murah tapi tidak murahan","40","Oktober 2018","Ini kali pertama saya menggunakan maskapai air asia. Bookingnya mudah menggunakan applikasinya di hp. Dapet diskon member. Harga promo yang menarik. Layanan pelanggan yang baik. Check-in mandiri yang praktis. Staf kabin yang ramah. Fasilitas tak besar berekspektasi, standar fasilitas penerbangan LCC. Penerbangan sesuai jadwal. Menyenangkan terbang bersama AA QZ264. Terima kasih atas pelayanannya. :)","Jakarta - Singapore","Southeast Asia","Economy"
"Airasia QZ226","30","Oktober 2018","Airasia QZ226, sbelumnya TR226, diganti dgn QZ226, schedule tetep sama, cuma TR diganti QZ, semuanya berjalan dgn lancar & tepat waktu. Sdikit kendala yg mesti diperbaiki management lapangan adalah schedule yg tercantum di layar tv, boarding pass dgn petugas checking sewaktu boarding, TIDAK SAMA, shg bs menyebabkan penumpang SALAH naik pesawat (tujuan), hal ini SUDAH sy alami beberapa kali.","Jakarta - Penang","Southeast Asia","Economy"
